File Name,App Name,Log Line,Privacy Info,Privacy Value,Third Party,Log Level
1800Flowers.txt,1800Flowers,"05-16 23:56:36.161  1053  1292 D n       : Request Body: {""application_id"":""app-58ed015df12bccfa"",""ifa"":""2bf18819-534c-4714-9cc3-a67dfcc6cd81"",""signals"":{""country"":""US"",""os"":""android"",""timezone"":""Asia\/Tokyo"",""os_version"":""14"",""screen"":""1080x2201"",""language"":""en"",""source"":""button-merchant"",""device"":""Google Pixel 5a""}}",Manufacturer / model,Google Pixel 5a,36.161,n
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, screen_name=MainActivity, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, product_type=common, time_stamp=1716679945411, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, screen_name=MainActivity, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, time_stamp=1716679945411, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, time_stamp=1716679945411, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, time_stamp=1716679945411, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, time_stamp=1716679945411, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, time_stamp=1716679945411, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, time_stamp=1716679945411, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, time_stamp=1716679945411, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.580  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_open_app_opened, Bundle[{device_manufacturer=Google, eventCategory=app_open, device_name=Google Pixel 5a, device_sdk_version=34, action=app_opened, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=app_opened, _o=app, cd1=159bb7507878f967, cd2=null, cd3=common, cd4=159bb7507878f9671716679940041, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=MainActivity, clid=null, flag=base_events, mode=normal, category=app_open, onBoardingStatus=Not Complete, count=4, app_version_Code=468, app_version_name=14.2.0, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.580,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.994  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_impression, Bundle[{device_manufacturer=Google, eventCategory=app_push_permission_nudge, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=user_view, screen_name=, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, cd14=Google Pixel 5a, cd20=, clid=null, count=18, firstSeen=Yes, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, product_type=home_search, time_stamp=1716679945848, login_state=0, service=null}]",Manufacturer / model,Google Pixel 5a,25.994,FA-SVC
99acres.txt,99acres,"05-26 08:32:25.994  4056 11807 E FA-SVC  : Event can't contain more than 25 params: app_impression, Bundle[{device_manufacturer=Google, eventCategory=app_push_permission_nudge, selectedCity=null, selectedCityName=null, device_name=Google Pixel 5a, device_sdk_version=34, device={app_version=14.2.0, device=android}, device_sdk_release=14, device_brand=google, device_model=Pixel 5a, eventAction=user_view, screen_name=, _o=app, cd1=159bb7507878f967, cd2=null, cd3=home_search, cd4=159bb7507878f9671716679940041, sid=null, uid=159bb7507878f967, _err=5, cd14=Google Pixel 5a, cd20=, clid=null, count=18, firstSeen=Yes, app_version_Code=468, app_version_name=14.2.0, sessionId=159bb7507878f9671716679940041, product_type=home_search, time_stamp=1716679945848, login_state=0}]",Manufacturer / model,Google Pixel 5a,25.994,FA-SVC
